"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"557","대규모점포","08_25_01_P","3250000","1978325001407500037","1978-04-28","","01","영업/정상","1","정상영업","","","","","051 2469565","3892","","부산광역시 중구 창선동2가 30호","","","창선상가","2014-08-27 10:00:25","I","2018-08-31 23:59:59","시장","","","대규모점포",
"558","대규모점포","08_25_01_P","3250000","1988325001407500003","1988-07-21","","01","영업/정상","1","정상영업","","","","","051 2467334","","","부산광역시 중구 중앙동1가 26호","","","롯데1번가","2007-07-07 09:56:14","I","2018-08-31 23:59:59","그 밖의 대규모점포","385560.432671851","179859.631631612","",
"559","대규모점포","08_25_01_P","3250000","1995325001407500017","1995-02-27","","01","영업/정상","1","정상영업","","","","","051 2567751","","","부산광역시 중구 부평동2가 2호","부산광역시 중구 대청로 60 (부평동2가)","","월드밸리","2007-07-07 09:56:14","I","2018-08-31 23:59:59","그 밖의 대규모점포","384691.305122868","180070.025389847","",
"560","대규모점포","08_25_01_P","3250000","2005325001407500001","1995-02-27","","01","영업/정상","1","정상영업","","","","","051-256-7751","9584.08","","부산광역시 중구 부평동2가 2호","부산광역시 중구 대청로 60 (부평동2가)","600-806","월드밸리","2021-12-24 11:20:14","U","2021-12-26 02:40:00","그 밖의 대규모점포","384691.305122868","180070.025389847","대규모점포",
"561","대규모점포","08_25_01_P","3250000","2009325008307500001","2009-11-30","","01","영업/정상","1","정상영업","","","","","678-2500","104322","600-017","부산광역시 중구 중앙동7가","부산광역시 중구 중앙대로 2 (중앙동7가)","600-017","롯데백화점 광복점","2022-05-03 14:04:23","U","2022-05-07 02:40:00","백화점","385590.814676765","179553.867031936","대규모점포",
"562","대규모점포","08_25_01_P","3250000","2010325008307500001","2010-02-10","","01","영업/정상","1","정상영업","","","","","242-8786","3807","600-061","부산광역시 중구 신창동1가 8번지","부산광역시 중구 광복중앙로 9 (신창동1가)","600-061","새부산타운","2011-11-16 13:11:31","I","2018-08-31 23:59:59","쇼핑센터","385102.447573369","179784.976689843","대규모점포",
"563","대규모점포","08_25_01_P","3250000","2011325008307500001","2011-01-05","","01","영업/정상","1","정상영업","","","","","0516782500","12347","600-017","부산광역시 중구 중앙동7가 20번지 1호","부산광역시 중구 중앙대로 2 (중앙동7가)","600-017","롯데마트 광복점","2022-05-03 14:04:47","U","2022-05-07 02:40:00","대형마트","385590.814676765","179553.867031936","대규모점포",
"564","대규모점포","08_25_01_P","3250000","2011325008307500003","2011-11-25","","01","영업/정상","1","정상영업","","","","","051-250-7700","2715.58","600-046","부산광역시 중구 남포동6가 1번지","부산광역시 중구 구덕로 73 (남포동6가)","600-046","(주)농협유통 하나로마트 자갈치점","2022-05-03 14:07:22","U","2022-05-07 02:40:00","그 밖의 대규모점포","384820.119269113","179460.841059128","준대규모점포",
"565","대규모점포","08_25_01_P","3250000","2014325008307500001","2014-07-23","","01","영업/정상","1","정상영업","","","","","051-678-2500","3331.35","","","부산광역시 중구 중앙대로 2 (중앙동7가)","600-017","롯데전문점 광복점","2022-05-03 14:05:02","U","2022-05-07 02:40:00","전문점","385590.814676765","179553.867031936","대규모점포",
"566","대규모점포","08_25_01_P","3280000","2014328009207500001","2021-02-17","","01","영업/정상","1","정상영업","","","","","051-418-2102~3","1359.61","","부산광역시 영도구 봉래동5가 43번지","부산광역시 영도구 태종로 194-0 (봉래동5가)","606-813","(주)서원유통 탑마트 영도봉래점","2022-07-25 16:00:00","U","2022-07-27 02:40:00","복합쇼핑몰","386813.037770366","179163.68223146","준대규모점포",
"567","대규모점포","08_25_01_P","3280000","1999328009207500001","1999-01-14","","01","영업/정상","1","정상영업","","","","","051-419-8124","5340.15","606-062","부산광역시 영도구 봉래동2가 151번지 1호","부산광역시 영도구 대교로14번길 57 (봉래동2가)","","홈플러스(주) 영도점","2021-06-08 09:14:00","U","2021-06-10 02:40:00","대형마트","386335.80960303","179336.483175733","대규모점포",
"568","대규모점포","08_25_01_P","3270000","2000327001407500003","1979-12-24","","01","영업/정상","1","정상영업","","","","","051 4686176","1155","","부산광역시 동구 수정동 170번지 1 호","부산광역시 동구 고관로 106 (수정동)","601-812","사단법인 수정시장번영회","2021-03-30 15:15:55","U","2021-04-01 02:40:00","시장","386461.300638559","182931.084277956","대규모점포",
"569","대규모점포","08_25_01_P","3270000","2000327001407500004","1975-12-23","","01","영업/정상","1","정상영업","","","","1975-12-31","0516328785","19309","","부산광역시 동구 범일동 830번지 24호","부산광역시 동구 조방로 48 (범일동)","","사단법인 자유시장번영회","2022-06-12 20:07:52","U","2022-06-14 02:40:00","시장","387768.514676203","184371.452375082","대규모점포",
"570","대규모점포","08_25_01_P","3270000","2012327008607500002","2014-09-29","","01","영업/정상","1","정상영업","","","","","051-466-2112","1101.56","601-829","부산광역시 동구 초량2동 393번지 1호","부산광역시 동구 초량로13번길 53 (초량동)","","(주)서원유통 탑마트 초량점","2022-07-08 10:09:16","U","2022-07-12 02:40:00","그 밖의 대규모점포","385852.01678925","181637.038371456","준대규모점포",
"571","대규모점포","08_25_01_P","3380000","2004338001507500001","2004-04-30","","01","영업/정상","1","정상영업","","","","","051 6086022","19000.58","","부산광역시 수영구 남천동 545번지 2호 메가마트 남천점","부산광역시 수영구 황령대로 521 (남천동)","48313","메가마트 남천점","2022-07-04 17:13:00","U","2022-07-06 02:40:00","대형마트","392321.102334852","184041.758684038","대규모점포",
"572","대규모점포","08_25_01_P","3380000","2009338006207500001","2009-06-26","","01","영업/정상","1","정상영업","","","","","051-757-7100","11001.87","","부산광역시 수영구 망미동 195번지 1호","부산광역시 수영구 구락로 137 (망미동, 코스트코홀세일 부산점)","48212","코스트코 홀세일 부산점","2015-12-08 12:58:50","I","2018-08-31 23:59:59","대형마트","392622.306077375","188645.622106447","대규모점포",
"573","대규모점포","08_25_01_P","3270000","2000327001407500001","1974-10-23","","01","영업/정상","1","정상영업","","","","","051 6467043","10890","601-707","부산광역시 동구 범일2동 290번지 1호 부산진시장","부산광역시 동구 진시장로 24 (범일동, 부산진시장)","601-707","사단법인 부산진시장번영회","2013-12-20 11:03:43","I","2018-08-31 23:59:59","시장","387564.611330896","183837.166587761","대규모점포",
"574","대규모점포","08_25_01_P","3270000","2009327007707500001","1995-08-24","","01","영업/정상","1","정상영업","","","","","051 667 0010","58892","601-062","부산광역시 동구 범일2동 62번지 5호","부산광역시 동구 범일로 125 (범일동)","","주식회사   현대백화점 부산점","2021-01-25 10:44:37","U","2021-01-27 02:40:00","백화점","387539.767677801","184402.96650913","대규모점포",
"575","대규모점포","08_25_01_P","3270000","2010327007707500001","1974-10-23","","01","영업/정상","1","정상영업","","","","","051-646-7041","10493","601-707","부산광역시 동구 범일2동 290번지 1호 부산진시장","부산광역시 동구 진시장로 24 (범일동, 부산진시장)","601-707","부산진시장","2021-09-02 09:12:13","U","2021-09-04 02:40:00","시장","387564.611330896","183837.166587761","대규모점포",
"576","대규모점포","08_25_01_P","3270000","2012327008607500001","2012-04-04","","01","영업/정상","1","정상영업","","","","","051 647 8564","996.17","601-051","부산광역시 동구 좌천1동 688번지 1호","부산광역시 동구 고관로 143 (좌천동)","","홈플러스(주)익스프레스 좌천점","2021-06-16 14:27:33","U","2021-06-18 02:40:00","그 밖의 대규모점포","386667.501987688","183237.18038787","준대규모점포",
"577","대규모점포","08_25_01_P","5100000","2000510007207500004","1958-11-06","","01","영업/정상","1","정상영업","","","","","054 3306611","","","경상북도 영천시 대창면 대창리 1076번지 11호","","","대창공설시장","2007-07-21 10:35:06","I","2018-08-31 23:59:59","그 밖의 대규모점포","371220.748165433","265492.693937159","",
"578","대규모점포","08_25_01_P","5100000","2000510007207500005","1981-08-28","","01","영업/정상","1","정상영업","","","","","054 3330598","","","경상북도 영천시 야사동 187호","","","문화상가","2007-07-21 10:35:06","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"579","대규모점포","08_25_01_P","5100000","2005510007207500001","2005-04-11","","01","영업/정상","1","정상영업","","","","","054 330 1252","4970.27","","경상북도 영천시 오수동 286호","경상북도 영천시 최무선로 83 (오수동)","","(주)이마트영천점","2020-04-27 17:34:18","U","2020-04-29 02:40:00","대형마트","372336.077241114","274785.0162073","대규모점포",
"580","대규모점포","08_25_01_P","5100000","2000510007207500001","1955-05-01","","01","영업/정상","1","정상영업","","","","","054 3311772","","","경상북도 영천시 완산동 982번지 3호","경상북도 영천시 시장4길 52 (완산동)","","영천공설시장","2007-07-21 10:35:06","I","2018-08-31 23:59:59","그 밖의 대규모점포","374806.809412328","275505.133875124","",
"581","대규모점포","08_25_01_P","5100000","2000510007207500002","1955-12-10","","01","영업/정상","1","정상영업","","","","","","","","경상북도 영천시 금호읍 교대리 167번지 35호","","","금호공설시장","2007-07-21 10:35:06","I","2018-08-31 23:59:59","그 밖의 대규모점포","368990.236370771","271781.123729464","",
"582","대규모점포","08_25_01_P","5100000","2000510007207500003","1958-09-20","","01","영업/정상","1","정상영업","","","","","054 3320121","","","경상북도 영천시 신녕면 화성리 866번지 1호","경상북도 영천시 신녕면 본관시장길 3","","신녕공설시장","2007-07-21 10:35:06","I","2018-08-31 23:59:59","그 밖의 대규모점포","361011.615812107","283877.590740345","",
"583","대규모점포","08_25_01_P","5330000","2000533000007500000","1984-01-26","","01","영업/정상","1","정상영업","","","","","0557 6453024","0","","경상남도 통영시 서호동 163호","경상남도 통영시 충렬안길 35-6 (서호동)","","서호전통시장","2013-07-16 10:56:08","I","2018-08-31 23:59:59","그 밖의 대규모점포","329787.771178459","150296.717151054","대규모점포",
"584","대규모점포","08_25_01_P","5330000","2000533000007500002","1980-10-18","","01","영업/정상","1","정상영업","","","","","0557 6458976","0","","경상남도 통영시 중앙동 38-4호","","","통영중앙시장사업협동조합","2012-07-06 17:14:52","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","대규모점포",
"585","대규모점포","08_25_01_P","5330000","2000533000007500003","1984-01-28","","01","영업/정상","1","정상영업","","","","","0557 6458976","","","경상남도 통영시 태평동 409번지 1   호","","","충무데파트종합상설시장","2017-03-15 15:08:27","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"586","대규모점포","08_25_01_P","5330000","2000533000007500004","1986-02-12","","01","영업/정상","1","정상영업","","","","","055-641-2432","0","650-805","경상남도 통영시 북신동 663번지 6   호","경상남도 통영시 북신시장1길 66 (북신동)","650-805","북신시장","2014-12-30 11:17:32","I","2018-08-31 23:59:59","시장","330514.809190936","151564.555433784","준대규모점포",
"587","대규모점포","08_25_01_P","5330000","2003533001507500001","2020-02-11","","01","영업/정상","1","정상영업","","","","","055 640 2500","8638.05","","경상남도 통영시 무전동 1069호","경상남도 통영시 무전대로 65 (무전동)","","롯데쇼핑(주)롯데마트통영점","2022-05-17 18:12:51","U","2022-05-19 02:40:00","대형마트","330528.677424652","152263.189898881","대규모점포",
"588","대규모점포","08_25_01_P","5330000","2005533006807500001","2005-06-17","","01","영업/정상","1","정상영업","","","","","02380 5234","8958.72","","경상남도 통영시 광도면 죽림리 1566번지 2호","경상남도 통영시 광도면 죽림4로 9","650-820","(주) 이마트 통영점","2021-04-07 17:02:04","U","2021-04-09 02:40:00","대형마트","329522.977138462","155160.704055243","대규모점포",
